employment_income,amt0,amt1,amt2,amt3,amt4,amt5,amt6,amt7
104000.0,1261.0,1475.0,1475.0,1475.0,1475.0,1475.0,1475.0,1475.0
104500.0,1268.0,1506.0,1509.0,1509.0,1509.0,1509.0,1509.0,1509.0
105000.0,1275.0,1513.0,1542.0,1542.0,1542.0,1542.0,1542.0,1542.0
105500.0,1282.0,1520.0,1576.0,1576.0,1576.0,1576.0,1576.0,1576.0
106000.0,1289.0,1527.0,1610.0,1610.0,1610.0,1610.0,1610.0,1610.0
106500.0,1296.0,1534.0,1644.0,1644.0,1644.0,1644.0,1644.0,1644.0
107000.0,1303.0,1541.0,1677.0,1677.0,1677.0,1677.0,1677.0,1677.0
107500.0,1310.0,1548.0,1711.0,1711.0,1711.0,1711.0,1711.0,1711.0
108000.0,1317.0,1555.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0
108500.0,1324.0,1562.0,1779.0,1779.0,1779.0,1779.0,1779.0,1779.0
109000.0,1331.0,1569.0,1807.0,1812.0,1812.0,1812.0,1812.0,1812.0
109500.0,1338.0,1576.0,1814.0,1846.0,1846.0,1846.0,1846.0,1846.0
110000.0,1345.0,1583.0,1821.0,1880.0,1880.0,1880.0,1880.0,1880.0
110500.0,1352.0,1590.0,1828.0,1914.0,1914.0,1914.0,1914.0,1914.0
111000.0,1359.0,1597.0,1835.0,1947.0,1947.0,1947.0,1947.0,1947.0
111500.0,1366.0,1604.0,1842.0,1981.0,1981.0,1981.0,1981.0,1981.0
112000.0,1373.0,1611.0,1849.0,2015.0,2015.0,2015.0,2015.0,2015.0
112500.0,1380.0,1618.0,1856.0,2049.0,2049.0,2049.0,2049.0,2049.0
113000.0,1387.0,1625.0,1863.0,2082.0,2082.0,2082.0,2082.0,2082.0
113500.0,1394.0,1632.0,1870.0,2108.0,2116.0,2116.0,2116.0,2116.0
114000.0,1401.0,1639.0,1877.0,2115.0,2150.0,2150.0,2150.0,2150.0
114500.0,1408.0,1646.0,1884.0,2122.0,2184.0,2184.0,2184.0,2184.0
115000.0,1415.0,1653.0,1891.0,2129.0,2217.0,2217.0,2217.0,2217.0
115500.0,1422.0,1660.0,1898.0,2136.0,2251.0,2251.0,2251.0,2251.0
116000.0,1429.0,1667.0,1905.0,2143.0,2285.0,2285.0,2285.0,2285.0
116500.0,1436.0,1674.0,1912.0,2150.0,2319.0,2319.0,2319.0,2319.0
117000.0,1443.0,1681.0,1919.0,2157.0,2352.0,2352.0,2352.0,2352.0
117500.0,1450.0,1688.0,1926.0,2164.0,2386.0,2386.0,2386.0,2386.0
118000.0,1457.0,1695.0,1933.0,2171.0,2409.0,2420.0,2420.0,2420.0
118500.0,1464.0,1702.0,1940.0,2178.0,2416.0,2454.0,2454.0,2454.0
119000.0,1471.0,1709.0,1947.0,2185.0,2423.0,2487.0,2487.0,2487.0
119500.0,1478.0,1716.0,1954.0,2192.0,2430.0,2521.0,2521.0,2521.0
120000.0,1485.0,1723.0,1961.0,2199.0,2437.0,2555.0,2555.0,2555.0
120500.0,1492.0,1730.0,1968.0,2206.0,2444.0,2589.0,2589.0,2589.0
121000.0,1499.0,1737.0,1975.0,2213.0,2451.0,2622.0,2622.0,2622.0
121500.0,1506.0,1744.0,1982.0,2220.0,2458.0,2656.0,2656.0,2656.0
122000.0,1513.0,1751.0,1989.0,2227.0,2465.0,2690.0,2690.0,2690.0
122500.0,1520.0,1758.0,1996.0,2234.0,2472.0,2710.0,2724.0,2724.0
123000.0,1527.0,1765.0,2003.0,2241.0,2479.0,2717.0,2757.0,2757.0
123500.0,1534.0,1772.0,2010.0,2248.0,2486.0,2724.0,2791.0,2791.0
124000.0,1541.0,1779.0,2017.0,2255.0,2493.0,2731.0,2825.0,2825.0
124500.0,1548.0,1786.0,2024.0,2262.0,2500.0,2738.0,2859.0,2859.0
125000.0,1555.0,1793.0,2031.0,2269.0,2507.0,2745.0,2892.0,2892.0
125500.0,1562.0,1800.0,2038.0,2276.0,2514.0,2752.0,2926.0,2926.0
126000.0,1569.0,1807.0,2045.0,2283.0,2521.0,2759.0,2960.0,2960.0
126500.0,1576.0,1814.0,2052.0,2290.0,2528.0,2766.0,2994.0,2994.0
127000.0,1583.0,1821.0,2059.0,2297.0,2535.0,2773.0,3011.0,3027.0
127500.0,1590.0,1828.0,2066.0,2304.0,2542.0,2780.0,3018.0,3061.0
128000.0,1597.0,1835.0,2073.0,2311.0,2549.0,2787.0,3025.0,3095.0
128500.0,1604.0,1842.0,2080.0,2318.0,2556.0,2794.0,3032.0,3129.0
129000.0,1611.0,1849.0,2087.0,2325.0,2563.0,2801.0,3039.0,3162.0
129500.0,1618.0,1856.0,2094.0,2332.0,2570.0,2808.0,3046.0,3196.0
130000.0,1625.0,1863.0,2101.0,2339.0,2577.0,2815.0,3053.0,3230.0
130500.0,1632.0,1870.0,2108.0,2346.0,2584.0,2822.0,3060.0,3264.0
131000.0,1639.0,1877.0,2115.0,2353.0,2591.0,2829.0,3067.0,3297.0
131500.0,1646.0,1884.0,2122.0,2360.0,2598.0,2836.0,3074.0,3312.0
132000.0,1653.0,1891.0,2129.0,2367.0,2605.0,2843.0,3081.0,3319.0
132500.0,1660.0,1898.0,2136.0,2374.0,2612.0,2850.0,3088.0,3326.0
133000.0,1667.0,1905.0,2143.0,2381.0,2619.0,2857.0,3095.0,3333.0
133500.0,1674.0,1912.0,2150.0,2388.0,2626.0,2864.0,3102.0,3340.0
134000.0,1681.0,1919.0,2157.0,2395.0,2633.0,2871.0,3109.0,3347.0
134500.0,1688.0,1926.0,2164.0,2402.0,2640.0,2878.0,3116.0,3354.0
135000.0,1695.0,1933.0,2171.0,2409.0,2647.0,2885.0,3123.0,3361.0
135500.0,1702.0,1940.0,2178.0,2416.0,2654.0,2892.0,3130.0,3368.0
136000.0,1709.0,1947.0,2185.0,2423.0,2661.0,2899.0,3137.0,3375.0
136500.0,1716.0,1954.0,2192.0,2430.0,2668.0,2906.0,3144.0,3382.0
137000.0,1723.0,1961.0,2199.0,2437.0,2675.0,2913.0,3151.0,3389.0
137500.0,1730.0,1968.0,2206.0,2444.0,2682.0,2920.0,3158.0,3396.0
138000.0,1737.0,1975.0,2213.0,2451.0,2689.0,2927.0,3165.0,3403.0
138500.0,1744.0,1982.0,2220.0,2458.0,2696.0,2934.0,3172.0,3410.0
139000.0,1751.0,1989.0,2227.0,2465.0,2703.0,2941.0,3179.0,3417.0
139500.0,1758.0,1996.0,2234.0,2472.0,2710.0,2948.0,3186.0,3424.0
140000.0,1765.0,2003.0,2241.0,2479.0,2717.0,2955.0,3193.0,3431.0
140500.0,1772.0,2010.0,2248.0,2486.0,2724.0,2962.0,3200.0,3438.0
141000.0,1779.0,2017.0,2255.0,2493.0,2731.0,2969.0,3207.0,3445.0
141500.0,1779.0,2024.0,2262.0,2500.0,2738.0,2976.0,3214.0,3452.0
142000.0,1779.0,2031.0,2269.0,2507.0,2745.0,2983.0,3221.0,3459.0
142500.0,1779.0,2038.0,2276.0,2514.0,2752.0,2990.0,3228.0,3466.0
143000.0,1779.0,2045.0,2283.0,2521.0,2759.0,2997.0,3235.0,3473.0
143500.0,1778.0,2052.0,2290.0,2528.0,2766.0,3004.0,3242.0,3480.0
144000.0,1778.0,2059.0,2297.0,2535.0,2773.0,3011.0,3249.0,3487.0
144500.0,1778.0,2066.0,2304.0,2542.0,2780.0,3018.0,3256.0,3494.0
145000.0,1778.0,2073.0,2311.0,2549.0,2787.0,3025.0,3263.0,3501.0
145500.0,1777.0,2080.0,2318.0,2556.0,2794.0,3032.0,3270.0,3508.0
146000.0,1777.0,2080.0,2325.0,2563.0,2801.0,3039.0,3277.0,3515.0
146500.0,1777.0,2079.0,2332.0,2570.0,2808.0,3046.0,3284.0,3522.0
147000.0,1777.0,2079.0,2339.0,2577.0,2815.0,3053.0,3291.0,3529.0
147500.0,1776.0,2079.0,2346.0,2584.0,2822.0,3060.0,3298.0,3536.0
148000.0,1776.0,2079.0,2353.0,2591.0,2829.0,3067.0,3305.0,3543.0
148500.0,1776.0,2078.0,2360.0,2598.0,2836.0,3074.0,3312.0,3550.0
149000.0,1776.0,2078.0,2367.0,2605.0,2843.0,3081.0,3319.0,3557.0
149500.0,1775.0,2078.0,2374.0,2612.0,2850.0,3088.0,3326.0,3564.0
150000.0,1775.0,2078.0,2380.0,2619.0,2857.0,3095.0,3333.0,3571.0
150500.0,1783.0,2086.0,2388.0,2635.0,2873.0,3111.0,3349.0,3587.0
151000.0,1791.0,2094.0,2397.0,2650.0,2888.0,3126.0,3364.0,3602.0
151500.0,1800.0,2102.0,2405.0,2665.0,2903.0,3142.0,3380.0,3618.0
152000.0,1808.0,2110.0,2413.0,2681.0,2919.0,3157.0,3395.0,3633.0
152500.0,1816.0,2119.0,2421.0,2696.0,2934.0,3172.0,3411.0,3649.0
153000.0,1824.0,2127.0,2429.0,2712.0,2950.0,3188.0,3426.0,3664.0
153500.0,1832.0,2135.0,2438.0,2727.0,2965.0,3203.0,3441.0,3679.0
154000.0,1841.0,2143.0,2446.0,2743.0,2981.0,3219.0,3457.0,3695.0
154500.0,1849.0,2151.0,2454.0,2757.0,2996.0,3234.0,3472.0,3710.0
155000.0,1857.0,2160.0,2462.0,2765.0,3012.0,3250.0,3488.0,3726.0
155500.0,1865.0,2168.0,2470.0,2773.0,3027.0,3265.0,3503.0,3741.0
156000.0,1873.0,2176.0,2479.0,2781.0,3042.0,3280.0,3519.0,3757.0
156500.0,1882.0,2184.0,2487.0,2789.0,3058.0,3296.0,3534.0,3772.0
157000.0,1890.0,2192.0,2495.0,2798.0,3073.0,3311.0,3549.0,3788.0
157500.0,1898.0,2201.0,2503.0,2806.0,3089.0,3327.0,3565.0,3803.0
158000.0,1906.0,2209.0,2511.0,2814.0,3104.0,3342.0,3580.0,3818.0
158500.0,1914.0,2217.0,2519.0,2822.0,3120.0,3358.0,3596.0,3834.0
159000.0,1922.0,2225.0,2528.0,2830.0,3133.0,3373.0,3611.0,3849.0
159500.0,1931.0,2233.0,2536.0,2838.0,3141.0,3389.0,3627.0,3865.0
160000.0,1939.0,2241.0,2544.0,2847.0,3149.0,3404.0,3642.0,3880.0
160500.0,1947.0,2250.0,2552.0,2855.0,3157.0,3419.0,3658.0,3896.0
161000.0,1955.0,2258.0,2560.0,2863.0,3166.0,3435.0,3673.0,3911.0
161500.0,1963.0,2266.0,2569.0,2871.0,3174.0,3450.0,3688.0,3926.0
162000.0,1972.0,2274.0,2577.0,2879.0,3182.0,3466.0,3704.0,3942.0
162500.0,1980.0,2282.0,2585.0,2888.0,3190.0,3481.0,3719.0,3957.0
163000.0,1988.0,2291.0,2593.0,2896.0,3198.0,3497.0,3735.0,3973.0
163500.0,1996.0,2299.0,2601.0,2904.0,3207.0,3509.0,3750.0,3988.0
164000.0,2004.0,2307.0,2610.0,2912.0,3215.0,3517.0,3766.0,4004.0
164500.0,2013.0,2315.0,2618.0,2920.0,3223.0,3526.0,3781.0,4019.0
165000.0,2021.0,2323.0,2626.0,2929.0,3231.0,3534.0,3796.0,4035.0
165500.0,2029.0,2332.0,2634.0,2937.0,3239.0,3542.0,3812.0,4050.0
166000.0,2037.0,2340.0,2642.0,2945.0,3248.0,3550.0,3827.0,4065.0
166500.0,2045.0,2348.0,2650.0,2953.0,3256.0,3558.0,3843.0,4081.0
167000.0,2053.0,2356.0,2659.0,2961.0,3264.0,3566.0,3858.0,4096.0
167500.0,2062.0,2364.0,2667.0,2969.0,3272.0,3575.0,3874.0,4112.0
168000.0,2070.0,2372.0,2675.0,2978.0,3280.0,3583.0,3885.0,4127.0
168500.0,2078.0,2381.0,2683.0,2986.0,3288.0,3591.0,3894.0,4143.0
169000.0,2086.0,2389.0,2691.0,2994.0,3297.0,3599.0,3902.0,4158.0
169500.0,2094.0,2397.0,2700.0,3002.0,3305.0,3607.0,3910.0,4173.0
170000.0,2103.0,2405.0,2708.0,3010.0,3313.0,3616.0,3918.0,4189.0
170500.0,2111.0,2413.0,2716.0,3019.0,3321.0,3624.0,3926.0,4204.0
171000.0,2119.0,2422.0,2724.0,3027.0,3329.0,3632.0,3935.0,4220.0
171500.0,2127.0,2430.0,2732.0,3035.0,3338.0,3640.0,3943.0,4235.0
